x,y,z,name,state
49.67,55.23,13.27,SE-20_07-12F_d_004.jpg,1
49.52,55.23,17.14,SE-20_07-12F_d_005.jpg,1
49.44,55.43,20.82,SE-20_07-12F_d_006.jpg,1
49.21,55.63,24.88,SE-20_07-12F_d_007.jpg,1
49.62,55.93,29.26,SE-20_07-12F_d_008.jpg,1
49.89,52.93,28.67,SE-20_07-12F_d_009.jpg,1
50.21,52.53,24.41,SE-20_07-12F_d_010.jpg,1
50.36,52.43,20.54,SE-20_07-12F_d_011.jpg,1
42.34,54.23,17.15,SE-20_07-12F_d_012.jpg,1
50.51,52.33,13.17,SE-20_07-12F_d_013.jpg,1
41.67,54.63,8.03,SE-20_07-12F_d_014.jpg,1
49.98,52.83,5.52,SE-20_07-12F_d_015.jpg,1
44.01,54.73,-0.66,SE-20_07-12F_d_016.jpg,1
44.01,51.33,-0.66,SE-20_07-12F_d_017.jpg,1
49.98,49.93,5.52,SE-20_07-12F_d_018.jpg,1
49.91,49.83,9.2,SE-20_07-12F_d_019.jpg,1
49.85,49.73,12.88,SE-20_07-12F_d_020.jpg,1
49.78,49.73,16.57,SE-20_07-12F_d_021.jpg,1
49.7,49.73,20.24,SE-20_07-12F_d_022.jpg,1
49.64,49.83,23.92,SE-20_07-12F_d_023.jpg,1
50.15,50.03,28.1,SE-20_07-12F_d_024.jpg,1
45.44,47.73,29.68,SE-20_07-12F_d_025.jpg,1
45.11,47.63,25.13,SE-20_07-12F_d_026.jpg,1
49.79,47.13,20.05,SE-20_07-12F_d_027.jpg,1
49.86,47.13,16.37,SE-20_07-12F_d_028.jpg,1
49.85,47.13,12.88,SE-20_07-12F_d_029.jpg,1
49.91,47.23,9.2,SE-20_07-12F_d_030.jpg,1
50.07,47.33,5.33,SE-20_07-12F_d_031.jpg,1
50.13,47.33,1.65,SE-20_07-12F_d_032.jpg,1
50.13,44.63,1.65,SE-20_07-12F_d_033.jpg,1
49.98,44.53,5.52,SE-20_07-12F_d_034.jpg,1
49.91,44.53,9.2,SE-20_07-12F_d_035.jpg,1
49.85,44.53,12.88,SE-20_07-12F_d_036.jpg,1
49.86,44.53,16.37,SE-20_07-12F_d_037.jpg,1
49.79,44.53,20.05,SE-20_07-12F_d_038.jpg,1
50.47,44.53,23.84,SE-20_07-12F_d_039.jpg,1
50.32,44.53,27.71,SE-20_07-12F_d_040.jpg,1
49.57,41.93,27.6,SE-20_07-12F_d_041.jpg,1
49.73,42.03,23.73,SE-20_07-12F_d_042.jpg,1
49.88,42.03,19.86,SE-20_07-12F_d_043.jpg,1
49.86,41.93,16.37,SE-20_07-12F_d_044.jpg,1
49.93,42.03,12.68,SE-20_07-12F_d_045.jpg,1
49.91,41.93,9.2,SE-20_07-12F_d_046.jpg,1
49.98,41.93,5.52,SE-20_07-12F_d_047.jpg,1
50.13,41.83,1.65,SE-20_07-12F_d_048.jpg,1
50.13,39.03,1.65,SE-20_07-12F_d_049.jpg,1
49.98,39.23,5.52,SE-20_07-12F_d_050.jpg,1
49.91,39.33,9.2,SE-20_07-12F_d_051.jpg,1
49.76,39.33,13.07,SE-20_07-12F_d_052.jpg,1
49.78,39.43,16.57,SE-20_07-12F_d_053.jpg,1
49.7,39.43,20.24,SE-20_07-12F_d_054.jpg,1
50.39,39.33,24.03,SE-20_07-12F_d_055.jpg,1
44.52,38.63,29.97,SE-20_07-12F_d_056.jpg,1
48.04,36.03,29.23,SE-20_07-12F_d_057.jpg,1
47.53,36.13,25.06,SE-20_07-12F_d_058.jpg,1
47.02,36.13,20.88,SE-20_07-12F_d_059.jpg,1
49.78,36.83,16.57,SE-20_07-12F_d_060.jpg,1
49.85,36.73,12.88,SE-20_07-12F_d_061.jpg,1
49.82,36.73,9.39,SE-20_07-12F_d_062.jpg,1
49.98,36.43,5.52,SE-20_07-12F_d_063.jpg,1
50.13,36.13,1.65,SE-20_07-12F_d_064.jpg,1
50.13,33.23,1.65,SE-20_07-12F_d_065.jpg,1
49.98,33.73,5.52,SE-20_07-12F_d_066.jpg,1
49.82,33.93,9.39,SE-20_07-12F_d_067.jpg,1
49.76,34.13,13.07,SE-20_07-12F_d_068.jpg,1
50.35,34.13,17.06,SE-20_07-12F_d_069.jpg,1
47.78,33.43,20.99,SE-20_07-12F_d_070.jpg,1
50.21,33.93,24.41,SE-20_07-12F_d_071.jpg,1
49.98,33.73,28.48,SE-20_07-12F_d_072.jpg,1
48.44,29.93,30.11,SE-20_07-12F_d_073.jpg,1
49.95,31.03,24.99,SE-20_07-12F_d_074.jpg,1
50.1,31.23,21.12,SE-20_07-12F_d_075.jpg,1
50.18,31.33,17.44,SE-20_07-12F_d_076.jpg,1
49.58,31.23,13.46,SE-20_07-12F_d_077.jpg,1
49.74,31.13,9.58,SE-20_07-12F_d_078.jpg,1
49.9,30.73,5.71,SE-20_07-12F_d_079.jpg,1
50.13,30.23,1.65,SE-20_07-12F_d_080.jpg,1
50.13,27.03,1.65,SE-20_07-12F_d_081.jpg,1
49.9,27.73,5.71,SE-20_07-12F_d_082.jpg,1
49.65,28.13,9.77,SE-20_07-12F_d_083.jpg,1
50.15,28.33,13.95,SE-20_07-12F_d_084.jpg,1
50.09,28.43,17.63,SE-20_07-12F_d_085.jpg,1
49.93,28.33,21.5,SE-20_07-12F_d_086.jpg,1
50.35,28.03,25.86,SE-20_07-12F_d_087.jpg,1
48.18,26.83,30.68,SE-20_07-12F_d_088.jpg,1
49.96,84.93,2.03,SE-20_13-18F_e_001.jpg,1
49.64,84.43,6.29,SE-20_13-18F_e_002.jpg,1
50.14,84.13,10.47,SE-20_13-18F_e_003.jpg,1
49.89,84.03,14.53,SE-20_13-18F_e_004.jpg,1
49.74,84.03,18.4,SE-20_13-18F_e_005.jpg,1
50.17,84.23,22.76,SE-20_13-18F_e_006.jpg,1
49.83,84.53,27.03,SE-20_13-18F_e_007.jpg,1
49.5,84.93,31.28,SE-20_13-18F_e_008.jpg,1
49.76,81.73,30.71,SE-20_13-18F_e_009.jpg,1
44.73,82.53,27.74,SE-20_13-18F_e_010.jpg,1
49.67,81.23,22.08,SE-20_13-18F_e_011.jpg,1
49.83,81.13,18.21,SE-20_13-18F_e_012.jpg,1
49.98,81.03,14.34,SE-20_13-18F_e_013.jpg,1
50.14,81.13,10.47,SE-20_13-18F_e_014.jpg,1
41.66,83.53,4.54,SE-20_13-18F_e_015.jpg,1
49.96,81.73,2.03,SE-20_13-18F_e_016.jpg,1
49.87,78.73,2.22,SE-20_13-18F_e_017.jpg,1
49.72,78.43,6.09,SE-20_13-18F_e_018.jpg,1
50.23,78.33,10.27,SE-20_13-18F_e_019.jpg,1
50.07,78.23,14.14,SE-20_13-18F_e_020.jpg,1
49.92,78.23,18.02,SE-20_13-18F_e_021.jpg,1
49.67,78.33,22.08,SE-20_13-18F_e_022.jpg,1
