x,y,z,name,state
72.23,17.18,83.98,e_037.JPG,1
75.13,16.98,83.98,e_038.JPG,1
78.16,16.78,83.98,e_039.JPG,1
81.18,16.48,83.98,e_040.JPG,1
81.18,14.18,83.98,e_041.JPG,1
78.16,14.68,83.98,e_042.JPG,1
75.13,14.88,83.98,e_043.JPG,0
72.23,15.08,83.98,e_044.JPG,1
69.34,15.18,83.98,e_045.JPG,1
66.45,15.18,83.98,e_046.JPG,1
63.55,15.08,83.98,e_047.JPG,1
60.52,14.88,83.98,e_048.JPG,0
57.48,14.58,83.98,e_049.JPG,1
53.63,14.08,83.98,e_050.JPG,0
56.12,13.88,83.98,e_051.JPG,0
57.63,14.155,83.98,e_052.JPG,0
60.52,14.155,83.98,e_053.JPG,0
63.28,14.155,83.98,e_054.JPG,1
66.3,14.155,83.98,e_055.JPG,0
69.2,14.155,83.98,e_056.JPG,0
72.1,14.155,83.98,e_057.JPG,0
74.98,14.155,83.98,e_058.JPG,1
78.02,14.155,83.98,e_059.JPG,0
79.26,14.155,83.98,e_060.JPG,0
77.89,14.155,83.98,e_061.JPG,0
75.82,14.155,83.98,e_062.JPG,0
73.2,14.155,83.98,e_063.JPG,0
70.86,14.155,83.98,e_064.JPG,0
68.66,14.155,83.98,e_065.JPG,0
65.9,14.155,83.98,e_066.JPG,0
63.56,14.155,83.98,e_067.JPG,0
60.66,14.155,83.98,e_068.JPG,0
58.6,14.155,83.98,e_069.JPG,0
56.54,14.155,83.98,e_070.JPG,0
53.16,16.78,54.855,f_001.JPG,0
50.82,16.68,54.865,f_002.JPG,1
48.06,16.58,54.855,f_003.JPG,1
45.99,16.58,54.855,f_004.JPG,1
43.93,16.58,54.855,f_005.JPG,1
41.86,16.48,54.855,f_006.JPG,1
39.11,16.58,54.855,f_007.JPG,1
37.04,16.58,54.855,f_008.JPG,1
34.83,16.68,54.855,f_009.JPG,1
31.94,16.68,54.855,f_010.JPG,1
28.91,16.88,54.855,f_011.JPG,1
28.91,14.98,54.855,f_012.JPG,1
31.94,14.98,54.855,f_013.JPG,1
34.83,14.98,54.855,f_014.JPG,0
37.04,14.98,54.855,f_015.JPG,1
39.24,14.98,54.855,f_016.JPG,1
41.86,14.98,54.855,f_017.JPG,1
43.93,14.98,54.855,f_018.JPG,0
45.99,14.98,54.855,f_019.JPG,1
48.2,14.98,54.865,f_020.JPG,1
50.82,14.98,54.865,f_021.JPG,1
53.16,14.98,54.855,f_022.JPG,1
53.16,13.08,54.855,f_023.JPG,1
50.82,13.18,54.865,f_024.JPG,1
48.2,13.28,54.865,f_025.JPG,1
45.99,13.28,54.855,f_026.JPG,1
43.93,13.38,54.855,f_027.JPG,0
41.86,13.38,54.855,f_028.JPG,1
39.24,13.38,54.855,f_029.JPG,1
37.04,13.28,54.855,f_030.JPG,1
34.83,13.28,54.855,f_031.JPG,1
31.94,13.18,54.855,f_032.JPG,1
28.91,12.98,54.855,f_033.JPG,1
28.22,11.08,54.855,f_034.JPG,1
31.8,11.28,54.855,f_035.JPG,1
34.14,11.48,54.855,f_036.JPG,1
37.04,11.58,54.855,f_037.JPG,1
39.11,11.68,54.855,f_038.JPG,1
41.31,11.78,54.855,f_039.JPG,1
43.93,11.78,54.855,f_040.JPG,0
45.99,11.68,54.855,f_041.JPG,1
48.2,11.58,54.865,f_042.JPG,1
50.27,11.48,54.865,f_043.JPG,1
53.16,11.18,54.855,f_044.JPG,1
53.16,9.28,54.855,f_045.JPG,1
50.27,9.58,54.865,f_046.JPG,1
48.2,9.88,54.865,f_047.JPG,1
45.44,9.98,54.855,f_048.JPG,1
43.38,10.08,54.855,f_049.JPG,1
41.17,10.08,54.855,f_050.JPG,1
39.11,10.08,54.855,f_051.JPG,1
36.9,9.88,54.855,f_052.JPG,1
34.14,9.68,54.855,f_053.JPG,1
31.12,9.38,54.855,f_054.JPG,1
27.95,8.88,54.855,f_055.JPG,1
26.98,6.58,54.855,f_056.JPG,1
30.29,7.28,54.855,f_057.JPG,1
33.18,7.78,54.855,f_058.JPG,1
36.22,8.08,54.855,f_059.JPG,1
38.97,8.18,54.855,f_060.JPG,1
41.03,8.38,54.855,f_061.JPG,1
43.25,8.38,54.855,f_062.JPG,1
45.44,8.28,54.855,f_063.JPG,1
48.06,8.18,54.855,f_064.JPG,1
50.27,7.78,54.865,f_065.JPG,1
53.16,7.28,54.855,f_066.JPG,1
45.3,6.38,54.855,f_070.JPG,0
43.11,6.48,54.855,f_071.JPG,1
40.35,6.48,54.855,f_072.JPG,1
38.14,6.28,54.855,f_073.JPG,1
35.25,6.08,54.855,f_074.JPG,1
32.91,5.58,54.855,f_075.JPG,1
29.18,4.88,54.855,f_076.JPG,1
25.88,3.98,54.855,f_077.JPG,0
31.94,3.18,54.855,f_080.JPG,0
34.97,3.88,54.855,f_081.JPG,1
37.32,4.28,54.855,f_082.JPG,1
40.07,4.48,54.855,f_083.JPG,1
47.38,4.18,54.855,f_086.JPG,1
37.04,1.98,54.855,f_095.JPG,0
51.09,23.18,54.865,g_002.JPG,0
48.89,22.68,54.865,g_003.JPG,1
46.13,22.48,54.855,g_004.JPG,1
43.93,22.38,54.855,g_005.JPG,1
41.86,22.28,54.855,g_006.JPG,1
39.11,22.38,54.855,g_007.JPG,1
36.9,22.58,54.855,g_008.JPG,1
34.01,22.88,54.855,g_009.JPG,1
30.98,23.38,54.855,g_010.JPG,1
27.81,23.98,54.855,g_011.JPG,1
28.91,21.58,54.855,g_012.JPG,0
31.94,21.18,54.855,g_013.JPG,1
34.83,20.78,54.855,g_014.JPG,1
37.04,20.58,54.855,g_015.JPG,1
39.8,20.48,54.855,g_016.JPG,1
42.0,20.48,54.855,g_017.JPG,1
44.07,20.58,54.855,g_018.JPG,0
46.13,20.58,54.855,g_019.JPG,0
48.89,20.78,54.865,g_020.JPG,1
51.64,21.18,54.865,g_021.JPG,0
51.64,19.18,54.865,g_024.JPG,1
48.89,18.98,54.865,g_025.JPG,1
46.82,18.78,54.855,g_026.JPG,1
44.21,18.78,54.855,g_027.JPG,0
42.0,18.78,54.855,g_028.JPG,1
39.94,18.78,54.855,g_029.JPG,1
37.86,18.88,54.855,g_030.JPG,1
34.97,18.98,54.855,g_031.JPG,1
32.22,19.18,54.855,g_032.JPG,1
29.18,19.38,54.855,g_033.JPG,1
29.87,17.38,54.855,g_034.JPG,1
32.91,17.28,54.855,g_035.JPG,1
35.11,17.18,54.855,g_036.JPG,1
37.86,17.08,54.855,g_037.JPG,1
40.07,17.08,54.855,g_038.JPG,0
42.13,17.08,54.855,g_039.JPG,1
44.21,16.98,54.855,g_040.JPG,0
46.82,17.08,54.855,g_041.JPG,1
49.02,17.18,54.865,g_042.JPG,0
51.64,17.28,54.865,g_043.JPG,1
51.64,15.38,54.865,g_046.JPG,1
49.02,15.38,54.865,g_047.JPG,0
46.82,15.38,54.855,g_048.JPG,1
44.21,15.38,54.855,g_049.JPG,0
42.13,15.38,54.855,g_050.JPG,1
40.07,15.38,54.855,g_051.JPG,0
37.86,15.38,54.855,g_052.JPG,1
35.25,15.38,54.855,g_053.JPG,1
32.91,15.38,54.855,g_054.JPG,1
29.87,15.38,54.855,g_055.JPG,1
29.87,13.48,54.855,g_056.JPG,1
32.91,13.58,54.855,g_057.JPG,1
35.11,13.68,54.855,g_058.JPG,0
37.86,13.78,54.855,g_059.JPG,1
40.07,13.78,54.855,g_060.JPG,1
42.13,13.78,54.855,g_061.JPG,1
44.21,13.78,54.855,g_062.JPG,0
46.27,13.78,54.855,g_063.JPG,1
49.02,13.68,54.865,g_064.JPG,0
51.09,13.58,54.865,g_065.JPG,1
28.08,24.28,54.855,h_002.JPG,0
24.91,23.78,54.855,h_003.JPG,0
21.89,23.48,54.855,h_004.JPG,1
18.85,23.28,54.855,h_005.JPG,1
15.96,23.18,54.855,h_006.JPG,1
13.07,23.18,54.855,h_007.JPG,1
10.04,23.28,54.855,h_008.JPG,1
7.01,23.48,54.855,h_009.JPG,1
3.29,23.78,54.855,h_010.JPG,1
4.12,21.38,54.855,h_013.JPG,1
7.28,21.28,54.855,h_014.JPG,1
10.32,21.08,54.855,h_015.JPG,1
13.2,21.08,54.855,h_016.JPG,1
16.09,21.08,54.855,h_017.JPG,1
18.99,21.18,54.855,h_018.JPG,1
21.89,21.28,54.855,h_019.JPG,1
24.91,21.58,54.855,h_020.JPG,1
28.08,21.98,54.855,h_021.JPG,1
32.08,22.48,54.855,h_022.JPG,1
32.08,19.88,54.855,h_023.JPG,1
28.08,19.58,54.855,h_024.JPG,1
25.06,19.38,54.855,h_025.JPG,1
22.02,19.18,54.855,h_026.JPG,1
18.99,19.18,54.855,h_027.JPG,1
16.09,19.08,54.855,h_028.JPG,1
13.34,19.08,54.855,h_029.JPG,1
10.45,19.08,54.855,h_030.JPG,1
7.42,19.18,54.855,h_031.JPG,1
4.39,19.28,54.855,h_032.JPG,1
1.22,19.48,54.855,h_033.JPG,1
1.36,17.28,54.855,h_034.JPG,1
5.08,17.18,54.855,h_035.JPG,1
8.1,17.18,54.855,h_036.JPG,1
11.0,17.08,54.855,h_037.JPG,1
13.34,17.18,54.855,h_038.JPG,1
16.23,17.18,54.855,h_039.JPG,1
19.13,17.08,54.855,h_040.JPG,1
22.02,17.18,54.855,h_041.JPG,0
25.06,17.18,54.855,h_042.JPG,1
28.22,17.28,54.855,h_043.JPG,1
32.08,17.48,54.855,h_044.JPG,1
32.08,15.08,54.855,h_045.JPG,1
28.08,15.08,54.855,h_046.JPG,1
25.06,15.18,54.855,h_047.JPG,1
22.02,15.18,54.855,h_048.JPG,1
19.13,15.18,54.855,h_049.JPG,1
